country,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,state,normalized_county,5years_generation_gwh
USA,Dillard Complex,51.5,43.0895,-123.4156,Waste,1955,Oregon,Douglas,744.0270039999999
USA,Dillingham,6.6,59.0429,-158.4686,Oil,2003,Alaska,Dillingham,92.366
USA,Dillon Hydro Plant,1.8,39.6208,-106.0662,Hydro,1987,Colorado,Summit,44.095
USA,Dillon Wind LLC,45.0,33.9393,-116.5527,Wind,2008,California,Riverside,692.845
USA,Dinosaur Point,17.4,37.0478,-121.1708,Wind,1988,California,Merced,
USA,Dinuba Energy,11.5,36.5715,-119.4192,Waste,1985,California,Fresno,
USA,Dinuba Wastewater Treatment Plant,1.0,36.5381,-119.4264,Solar,2011,California,Tulare,9.329
USA,Dion R Holm,156.8,37.8966,-119.9675,Hydro,1960,California,Tuolumne,3105.926
USA,District 70 Transco Gas Pipe Line,1.6,31.2479,-90.1991,Cogeneration,1951,Mississippi,Walthall,
USA,Division 1,1.5,34.7083,-118.1306,Solar,2014,California,Los Angeles,
USA,Division 2,1.0,34.7083,-118.1306,Solar,2014,California,Los Angeles,
USA,Division 3,1.0,34.7083,-118.1306,Solar,2014,California,Los Angeles,
USA,Dix Dam,28.2,37.7864,-84.7028,Hydro,1925,Kentucky,Jessamine,414.72999999999996
USA,Dix Solar  L.L.C,13.0,39.9774,-74.6219,Solar,2017,New Jersey,Burlington,
USA,Dixon Dairy Road Solar,4.0,35.1992,-81.4108,Solar,2012,North Carolina,Cleveland,35.676
USA,Dixon Hydroelectric Dam,3.0,41.8453,-89.4813,Hydro,1925,Illinois,Lee,71.88300000000001
USA,Dodge Center Solar,6.5,44.026,-92.8816,Solar,2017,Minnesota,Dodge,
USA,Dodge Falls Associates,5.0,44.2081,-72.0581,Hydro,1991,New Hampshire,Grafton,132.052
USA,Dodge Holdco Solar,5.0,44.0224,-92.757,Solar,2017,Minnesota,Dodge,
USA,Dodge Park Engine No 1,2.0,39.9524,-83.0144,Oil,2008,Ohio,Franklin,0.021559999999999996
USA,DodgeSun CSG,5.0,44.0404,-92.69,Solar,2018,Minnesota,Olmsted,
USA,Dogwood Energy Facility,630.0,38.7931,-94.3006,Gas,2001,Missouri,Cass,6263.99
USA,Dogwood Solar  LLC,20.0,36.125,-77.4092,Solar,2014,North Carolina,Halifax,
USA,Dolet Hills,720.7,32.0306,-93.5692,Coal,1986,Louisiana,De Soto,15596.935979000002
USA,Dolgeville Hydro,5.0,43.0906,-74.767,Hydro,1985,New York,Herkimer,42.57
USA,Dome Project,6.0,35.2208,-119.5831,Gas,1988,California,Kern,230.262
USA,Dominguez Plant,5.0,33.8431,-118.2347,Cogeneration,1976,California,Los Angeles,3.9480000000000004
USA,Dominion/Lo Mar,19.2,38.7443,-77.4974,Oil,1997,Virginia,Manassas City,0.276
USA,Domino Farms Solar,1.0,42.3234,-83.6803,Solar,2015,Michigan,Washtenaw,
USA,Domino Sugar Arabi Plant,14.0,29.9468,-90.0018,Gas,1968,Louisiana,St Bernard,205.64388000000002
USA,Domino Sugar Baltimore,17.5,39.2744,-76.5956,Gas,1982,Maryland,Baltimore,240.969513
USA,Domtar - Woodland Mill,68.3,45.1554,-67.4012,Biomass,1959,Maine,Washington,2071.6429900000003
USA,Domtar Kingsport Mill,50.0,36.5489,-82.5667,Biomass,2006,Tennessee,Sullivan,1394.848887
USA,Domtar Paper Co LLC Plymouth NC,121.5,35.8628,-76.7831,Waste,1975,North Carolina,Washington,438.615828
USA,Domtar Paper Company Rothschild,4.4,44.8867,-89.6272,Hydro,1910,Wisconsin,Marathon,73.18761
USA,Don A Campbell 1 Geothermal,22.5,38.8367,-118.3239,Geothermal,2014,Nevada,Mineral,
USA,Don A Campbell 2 Geothermal,25.0,38.8358,-118.3253,Geothermal,2015,Nevada,Mineral,
USA,Don Henry,22.0,40.5832,-98.4201,Gas,1972,Nebraska,Adams,0.0
USA,Don Pedro,170.8,37.696,-120.4202,Hydro,1974,California,Tuolumne,1338.551
USA,Donald C Cook,2285.3,41.9756,-86.5652,Nuclear,1976,Michigan,Berrien,82547.441
USA,Donald Von Raesfeld Power Plant,154.0,37.3767,-121.9508,Gas,2005,California,Santa Clara,4275.294
USA,Donnells,72.0,38.2467,-120.0341,Hydro,1957,California,Tuolumne,1267.392
USA,Dorchester Biomass,22.5,33.2386,-80.4503,Waste,2013,South Carolina,Orangeburg,593.24
USA,Dorchester Solar Site,1.0,42.3008,-71.0472,Solar,2012,Massachusetts,Suffolk,8.69572
USA,Doreen,21.1,42.4433,-73.2058,Oil,1969,Massachusetts,Berkshire,0.736
USA,Dorena Hydro-Electric Facility,7.5,43.7867,-122.9581,Hydro,2014,Oregon,Lane,
USA,Doswell Energy Center,939.0,37.8208,-77.4462,Gas,1993,Virginia,Hanover,20356.335236
USA,Double A Digester,4.5,42.8539,-114.4719,Biomass,2012,Idaho,Lincoln,127.139
USA,Double C Generation Limited Partnership,49.8,35.5005,-119.046,Gas,1989,California,Kern,123.87799999999999
USA,Douglas,26.1,31.3641,-109.5538,Oil,1972,Arizona,Cochise,1.2249999999999999
USA,Douglas County Forest Products,6.3,43.2898,-123.3616,Waste,2007,Oregon,Douglas,
USA,Douglas Dam,150.8,35.9623,-83.5393,Hydro,1947,Tennessee,Sevier,2124.701
USA,Douglas Solar,2.0,42.06,-71.73,Solar,2013,Massachusetts,Worcester,16.720850000000002
USA,Dover,49.6,40.5201,-81.4681,Coal,1975,Ohio,Tuscarawas,262.15200000000004
USA,Dover Peaking,10.8,40.5416,-81.4985,Oil,1999,Ohio,Tuscarawas,1.808
USA,Dover Sun Park,10.0,39.1836,-75.5044,Solar,2011,Delaware,Kent,87.57041
USA,Dow Jones South Brunswick Solar,4.1,40.3698,-74.5868,Solar,2011,New Jersey,Middlesex,24.507
USA,Dow St Charles Operations,323.6,29.9861,-90.4414,Gas,1997,Louisiana,St Charles,9933.212007
USA,Downs Farm Solar,5.0,36.3619,-76.9169,Solar,2015,North Carolina,Hertford,
USA,Downsville DPC Solar,1.0,44.8142,-91.8841,Solar,2017,Wisconsin,Dunn,
USA,Downtown,3.2,36.6803,-76.9219,Oil,1992,Virginia,Franklin,0.28
USA,Doyle Energy Facility,409.0,33.8377,-83.6996,Gas,2000,Georgia,Walton,224.765
USA,Dragstrip Farm,5.0,35.7581,-81.4161,Solar,2014,North Carolina,Caldwell,
USA,Dresden Energy Facility,678.3,40.0928,-82.0276,Gas,2012,Ohio,Muskingum,14817.554
USA,Dresden Generating Station,2018.6,41.39,-88.27,Nuclear,1970,Illinois,Will,76618.545
USA,Drews Generating Facility,44.8,34.0609,-117.3532,Gas,2001,California,San Bernardino,7.4559999999999995
USA,Drexel Operations Center,2.2,35.7481,-81.6072,Oil,2007,North Carolina,Burke,0.08199999999999999
USA,Drift Sand Wind Project LLC,108.0,34.8278,-97.9572,Wind,2017,Oklahoma,Grady,
USA,Drop 2 (WA),2.5,46.4492,-120.5342,Hydro,1942,Washington,Yakima,9.789
USA,Drop 3 (WA),1.6,46.4231,-120.56,Hydro,1932,Washington,Yakima,
USA,Drop 5,2.4,38.4044,-107.8102,Hydro,2017,Colorado,Montrose,
USA,Drum 1,49.2,39.2569,-120.7674,Hydro,1919,California,Placer,388.54599999999994
USA,Drum 2,53.1,39.2574,-120.767,Hydro,1966,California,Placer,1144.592
USA,Dry Creek LFG to Energy Project,3.2,42.3844,-122.7718,Waste,2007,Oregon,Jackson,103.35
USA,Dry Creek Project,3.6,44.0274,-112.7194,Hydro,1988,Idaho,Clark,45.66499999999999
USA,Dry Fork Station,483.7,44.3889,-105.4608,Coal,2011,Wyoming,Campbell,15565.247011
USA,Dry Lake Wind II LLC,65.1,34.6062,-110.1734,Wind,2011,Arizona,Navajo,583.1220000000001
USA,Dry Lake Wind LLC,63.0,34.6596,-110.2842,Wind,2009,Arizona,Navajo,565.326
USA,Du Bay,7.2,44.6647,-89.6511,Hydro,1942,Wisconsin,Marathon,224.60064
USA,Duane Arnold Energy Center,679.5,42.1011,-91.7781,Nuclear,1975,Iowa,Linn,24632.873
USA,Dublin Solar I,4.1,32.581,-82.926,Solar,2015,Georgia,Laurens,
USA,Duck Creek,441.0,40.4663,-89.9841,Coal,1976,Illinois,Fulton,8835.813946
USA,Duke Building 129,3.4,39.9108,-86.2453,Solar,2015,Indiana,Boone,
USA,Duke Building 87,2.7,39.8908,-86.2556,Solar,2015,Indiana,Boone,
USA,Duke Building 98,2.7,39.9047,-86.26,Solar,2015,Indiana,Boone,
USA,Dulles,2.0,34.0301,-117.5178,Solar,2016,California,Riverside,
USA,Duluth Paper Mill,10.6,46.735,-92.1621,Other,1986,Wisconsin,Douglas,258.15128
USA,Dunkirk Generating Plant,627.2,42.4915,-79.3466,Coal,1956,New York,Chautauqua,
USA,Dunlap,111.0,42.0436,-106.1603,Wind,2010,Wyoming,Natrona,1872.073
USA,Dunlap TP 1,3.6,29.6402,-98.0459,Hydro,1927,Texas,Guadalupe,57.623000000000005
USA,Dunn,2.0,35.475,-78.5486,Solar,2013,North Carolina,Johnston,16.30975
USA,Duplin Solar I LLC (160 Houston Lane),5.0,34.9601,-77.9804,Solar,2014,North Carolina,Duplin,
USA,Duplin Solar LLC,5.0,35.0119,-78.0783,Solar,2014,North Carolina,Duplin,37.92
USA,Durant,6.4,41.5998,-90.912,Oil,1994,Iowa,Cedar,0.13132
USA,Durbin Creek Windfarm (Burnt River),10.0,44.3531,-117.3231,Wind,2017,Idaho,Washington,
USA,Durham AWTF,1.6,45.4005,-122.7658,Biomass,2015,Oregon,Washington,
USA,Durham Solar,3.5,36.0049,-78.8485,Solar,2016,North Carolina,Durham,
USA,Dutch Flat,22.0,39.217,-120.8356,Hydro,1943,California,Placer,404.351
USA,Dutch Flat 2,27.3,39.2184,-120.8352,Hydro,1965,California,Placer,296.553
USA,Dutch Harbor,21.9,53.8925,-166.5382,Oil,2009,Alaska,Aleutians West,236.34216000000004
USA,Dutch Hill Wind Project,37.5,42.5456,-77.4967,Wind,2009,New York,Steuben,377.111
USA,Dutch Wind Energy,8.0,33.8942,-116.5603,Wind,1994,California,Riverside,91.394
USA,Dutchess Cnty Resource Recovery Facility,9.2,41.647,-73.943,Waste,1987,New York,Dutchess,33.061
USA,Dwight,1.2,42.1495,-72.6109,Hydro,1920,Massachusetts,Hampden,8.668
USA,Dworshak,400.0,46.5143,-116.2977,Hydro,1974,Idaho,Clearwater,8324.041
USA,Dynegy Moss Landing Power Plant,1398.0,36.8048,-121.7822,Gas,2002,California,Monterey,12991.865999999998
USA,Dynegy Oakland Power Plant,223.5,37.7968,-122.2819,Oil,1978,California,Alameda,2.009
USA,E B Harris Electric Generating Plant,1304.0,32.3814,-86.5744,Gas,2003,Alabama,Autauga,28252.016000000003
USA,E C Gaston,2034.0,33.2442,-86.4581,Gas,1967,Alabama,Shelby,29220.446956999996
USA,E D Edwards,644.3,40.5958,-89.6631,Coal,1970,Illinois,Tazewell,3104.708998
USA,E F Barrett,669.2,40.6167,-73.6479,Gas,1964,New York,Nassau,7184.437015000001
USA,E F Oxnard Energy Facility,48.5,34.1958,-119.1664,Gas,1990,California,Ventura,820.2610000000001
USA,E J West,22.0,43.3189,-73.9208,Hydro,1930,New York,Saratoga,301.241
USA,E W Brown,1747.7,37.7883,-84.7126,Gas,1984,Kentucky,Jessamine,12857.69003
USA,E&B Resources,1.0,35.5346,-119.06,Solar,2014,California,Kern,
USA,E.B. Eddy Paper Inc,5.0,42.9896,-82.4379,Gas,1969,Michigan,St Clair,125.9604
USA,EAFB - North Base,1.1,34.9325,-117.9072,Solar,2012,California,Kern,12.532000000000002
USA,EAFB - South Base,1.1,34.9172,-117.9003,Solar,2012,California,Kern,11.741999999999999
USA,EBZ Solar,2.5,42.5706,-71.625,Solar,2013,Massachusetts,Middlesex,18.826
USA,EC&R Panther Creek Wind Farm I,142.5,32.1008,-101.4514,Wind,2008,Texas,Howard,2415.3680000000004
USA,EC&R Panther Creek Wind Farm II,115.5,31.9361,-101.2983,Wind,2009,Texas,Glasscock,1898.0420000000004
USA,EC&R Panther Creek Wind Farm III,199.5,31.9925,-101.1167,Wind,2009,Texas,Sterling,3136.137
USA,EC&R Papalote Creek I LLC,180.0,27.9386,-97.4586,Wind,2009,Texas,San Patricio,2598.0589999999997
USA,EC&R Papalote Creek II LLC,200.1,27.9958,-97.2967,Wind,2011,Texas,San Patricio,2908.558
USA,EDF Lancaster,4.5,42.5292,-71.6653,Solar,2014,Massachusetts,Middlesex,
USA,EDF Renewable Windfarm V Inc,15.5,38.1167,-121.8333,Wind,1990,California,Contra Costa,144.35
USA,EE Waianae Solar Project,27.6,21.452,-158.1879,Solar,2017,Hawaii,Honolulu,
USA,EG178 Facility,153.9,32.7471,-100.9547,Gas,2005,Texas,Scurry,4288.759
USA,EHC West Hopkinton,1.0,43.1897,-71.7483,Hydro,1985,New Hampshire,Merrimack,9.449000000000002
USA,EKS Landfill,4.8,44.7806,-93.3094,Waste,1999,Minnesota,Scott,186.693
USA,ELACC Photovoltaic Power Facility,1.0,34.0403,-118.1481,Solar,2008,California,Los Angeles,
USA,ENEL Salt Wells LLC,23.6,39.2944,-118.5725,Geothermal,2009,Nevada,Churchill,550.2846999999999
USA,ESA Selma,1.8,35.5262,-78.2898,Solar,2015,North Carolina,Johnston,
USA,ESS Battery Microgrid,3.0,57.7992,-152.4042,Storage,2012,Alaska,Kodiak Island,
USA,ETS Ewing Solar Facility,1.3,40.2818,-74.7936,Solar,2010,New Jersey,Mercer,9.884
USA,ETT Presidio NaS Battery,4.0,29.5663,-104.3554,Storage,2010,Texas,Presidio,
USA,EXC Wind 10,10.0,35.8081,-101.9986,Wind,2008,Texas,Moore,135.081
USA,EXC Wind 11,10.0,35.8119,-101.9789,Wind,2008,Texas,Moore,135.375
USA,EXC Wind 4,79.8,36.4144,-101.3864,Wind,2008,Texas,Hansford,1214.379
USA,EXC Wind 5,10.0,36.4453,-101.8761,Wind,2006,Texas,Sherman,128.787
USA,EXC Wind 6,10.0,36.4669,-101.8222,Wind,2007,Oklahoma,Texas,140.432
USA,EXC Wind 7,10.0,36.0264,-101.9,Wind,2008,Texas,Moore,146.29500000000002
USA,EXC Wind 8,10.0,36.0075,-101.8614,Wind,2008,Texas,Moore,145.31799999999998
USA,EXC Wind 9,10.0,35.9614,-101.8033,Wind,2008,Texas,Moore,139.76700000000002
USA,Eagle,6.0,43.9097,-75.2008,Hydro,1918,New York,Lewis,167.211
USA,Eagle Pass,9.6,28.8295,-100.5522,Hydro,1932,Texas,Maverick,167.55899999999997
USA,Eagle Point,2.8,42.5146,-122.7571,Hydro,1957,Oregon,Jackson,86.27499999999999
USA,Eagle Point Power Generation,251.8,39.8746,-75.1592,Gas,1992,New Jersey,Gloucester,2362.814
USA,Eagle Point Solar,9.9,42.4008,-122.8292,Solar,2018,Oregon,Jackson,
USA,Eagle Springs Solar LLC,1.0,39.5261,-107.6961,Solar,2013,Colorado,Garfield,6.33546
USA,Eagle Valley (MI),3.2,42.7225,-83.2631,Waste,2011,Michigan,Oakland,132.403
USA,Eagle Valley Clean Energy LLC Biomass,12.6,39.6481,-106.9431,Waste,2014,Colorado,Eagle,222.604
USA,Earl F Wisdom,119.1,43.1606,-95.2569,Gas,1990,Iowa,Clay,83.43599999999999
USA,Earlville,1.8,42.4942,-91.2725,Oil,2001,Iowa,Dubuque,0.084
USA,Earthmovers LFGTE,4.8,41.6229,-85.9752,Waste,2010,Indiana,Elkhart,181.97199999999998
USA,East 12th Street,28.1,37.2367,-96.9625,Gas,1971,Kansas,Cowley,5.45
USA,East Acres Solar NG  LLC,5.8,42.4875,-73.2423,Solar,2017,Massachusetts,Berkshire,
USA,East Amwell,1.8,40.4433,-74.8764,Solar,2016,New Jersey,Hunterdon,
USA,East Barnet,2.2,44.3263,-72.0359,Hydro,1984,Vermont,Caledonia,31.192
USA,East Bend,772.0,38.9036,-84.8514,Coal,1981,Indiana,Ohio,18588.58906
USA,East Campus Steam Plant,7.0,40.8092,-77.8475,Gas,2011,Pennsylvania,Centre,271.64326
USA,East Campus Utility Plant,4.8,39.1379,-84.5049,Oil,2007,Ohio,Hamilton,0.61544
USA,East Chicago,2.0,41.6322,-87.4692,Solar,2013,Indiana,Lake,14.296000000000001
USA,East Hampton,27.3,40.9617,-72.2103,Oil,1969,New York,Suffolk,45.92600000000001
USA,East Kansas Agri-Energy  LLC,2.0,38.2725,-95.2403,Cogeneration,2005,Kansas,Anderson,
USA,East Millinocket Mill,61.4,45.6219,-68.5756,Waste,1972,Maine,Penobscot,
USA,East Orange Solar,4.5,40.7476,-74.3358,Solar,2015,New Jersey,Essex,
USA,East Pecos Solar,118.5,31.0009,-102.2817,Solar,2017,Texas,Upton,
USA,East Portal Generator,1.2,34.2619,-118.6242,Hydro,1987,California,Los Angeles,23.038
USA,East River,716.2,40.7281,-73.9742,Gas,1979,New York,Queens,11856.734027
USA,East Side,3.2,42.2248,-121.7955,Hydro,1924,Oregon,Klamath,0.002
USA,East Wayne Solar LLC,2.0,35.4417,-77.85,Solar,2014,North Carolina,Wayne,
USA,East Winds Project,3.0,33.8909,-116.5415,Wind,1985,California,Riverside,
USA,Eastern Correctional Institute,5.8,38.159,-75.704,Waste,1987,Maryland,Somerset,56.2407
USA,Eastern Iowa Solar,1.8,41.597,-91.0363,Solar,2016,Iowa,Muscatine,
USA,Eastern Landfill Gas LLC,3.0,39.3897,-76.392,Waste,2006,Maryland,Baltimore,41.032
USA,Eastern Maine Medical Center,3.8,44.8083,-68.7508,Gas,2006,Maine,Penobscot,135.62400000000002
USA,Eastern Shore Solar  LLC,80.0,37.9439,-75.5696,Solar,2016,Virginia,Accomack,
USA,Easthampton Landfill-City of Easthampton,1.9,42.2869,-72.7014,Solar,2012,Massachusetts,Hampshire,14.216000000000001
USA,Eastman Cogeneration Facility,467.7,32.4481,-94.6903,Gas,2001,Texas,Gregg,10538.366388999999
USA,Eastman Falls,6.4,43.4472,-71.6579,Hydro,1970,New Hampshire,Merrimack,129.045
USA,Easton,33.6,38.7786,-76.0769,Oil,1969,Maryland,Talbot,18.012
USA,Easton 2,38.8,38.795,-76.07,Oil,1990,Maryland,Talbot,25.909000000000002
USA,Easton Landfill,1.9,42.0103,-71.0922,Solar,2013,Massachusetts,Bristol,10.417
USA,Eastover Farm,5.0,34.7422,-79.4631,Solar,2014,North Carolina,Scotland,
USA,Eastport,2.0,44.9136,-67.0033,Oil,1949,Maine,Washington,0.617
USA,Eastridge Wind Project,10.4,43.9358,-95.9222,Wind,2006,Minnesota,Murray,136.21200000000002
USA,Eastside WWTP,5.4,35.9428,-79.9089,Oil,2004,North Carolina,Guilford,0.599
USA,Eastwood Solar,5.5,44.1545,-93.9166,Solar,2017,Minnesota,Blue Earth,
USA,Ebensburg Power,57.6,40.455,-78.7472,Coal,1990,Pennsylvania,Cambria,1377.8490069999998
USA,Echo Dam,4.4,40.9648,-111.4339,Hydro,1987,Utah,Summit,29.515
USA,Echo Wind Park,162.0,43.8825,-83.1614,Wind,2015,Michigan,Huron,
USA,Eckert Station,240.0,42.7184,-84.5581,Coal,1967,Michigan,Ingham,2454.1010050000004
USA,Eclipse Wind Farm,200.1,41.5547,-94.685,Wind,2012,Iowa,Guthrie,3689.5510000000004
USA,EcoGrove Wind LLC,100.5,42.4515,-89.8784,Wind,2009,Illinois,Stephenson,1317.5729999999999
USA,Ector County Energy Center,358.8,32.0692,-102.5856,Gas,2015,Texas,Ector,
USA,Eddystone Generating Station,861.6,39.858,-75.32300000000002,Gas,1974,Pennsylvania,Delaware,291.91699700000004
USA,Eden Solar LLC,47.7,35.1485,-79.6364,Solar,2016,North Carolina,Richmond,
USA,Edenton Generators,2.4,36.0286,-76.5719,Oil,2001,North Carolina,Chowan,0.748
USA,Edenville,4.8,43.81399999999999,-84.3767,Hydro,1923,Michigan,Gladwin,93.82400000000001
USA,Edge Moor,710.3,39.7389,-75.5038,Gas,1969,Delaware,New Castle,627.7080000000001
USA,Edgecombe Genco LLC,114.8,36.0373,-77.7533,Coal,1990,North Carolina,Nash,301.683
USA,Edgerton,3.6,41.45,-84.7672,Oil,2000,Ohio,Williams,0.45499999999999996
USA,Edgewater,764.7,43.7151,-87.7059,Coal,1978,Wisconsin,Sheboygan,11143.158981999999
USA,Edgewood Energy LLC,100.0,40.7861,-73.2931,Gas,2002,New York,Suffolk,697.182
USA,Edison Sault,41.8,46.4974,-84.33200000000002,Hydro,1950,Michigan,Chippewa,1031.324
USA,Edom Hills Project 1 LLC,20.0,33.8817,-116.4603,Wind,2008,California,Riverside,225.339
USA,Edward C Hyatt,644.1,39.543,-121.4922,Hydro,1968,California,Butte,6793.3
USA,Edward L. Addison Generating Plant,701.2,32.9111,-84.3064,Gas,2000,Georgia,Upson,1773.0420070000002
USA,Edwards Air Force Base,3.0,34.9077,-117.9206,Solar,2012,California,Kern,12.678
USA,Edwardsport,804.5,38.8067,-87.2472,Coal,2013,Indiana,Knox,13400.335060000001
USA,Edwin I Hatch,1721.8,31.9342,-82.3447,Nuclear,1977,Georgia,Appling,71982.449
USA,Effingham County Power Project,596.6,32.2773,-81.2844,Gas,2003,Georgia,Effingham,9647.809000000001
USA,Effley,3.0,43.9228,-75.2779,Hydro,1915,New York,Lewis,80.195
USA,Eichtens Solar,3.9,45.3827,-92.7725,Solar,2017,Minnesota,Chisago,
USA,Eielson AFB Central Heat & Power Plant,33.5,64.6714,-147.076,Coal,1976,Alaska,Fairbanks North Star,344.339564
USA,Eight Flags Energy,21.0,30.6608,-81.4706,Gas,2016,Florida,Nassau,
USA,Eklutna Generation Station,171.0,61.4578,-149.3514,Gas,2015,Alaska,Matanuska-Susitna,
USA,Eklutna Hydro Project,44.4,61.4752,-149.1501,Hydro,1955,Alaska,Matanuska-Susitna,461.445
USA,El Cabo Wind,298.0,34.6511,-105.4617,Wind,2018,New Mexico,Torrance,
USA,El Cajon Energy Center,49.9,32.7961,-116.9721,Gas,2010,California,San Diego,90.756
USA,El Cajon Energy Storage,7.5,32.8115,-117.0505,Storage,2017,California,San Diego,
USA,El Centro,388.3,32.8022,-115.54,Gas,1993,California,Imperial,2043.6280080000001
USA,El Dorado,20.0,38.7936,-120.6192,Hydro,1924,California,El Dorado,284.494
USA,El Dorado Hydro Elk Creek,2.6,45.2178,-116.3158,Hydro,1986,Idaho,Valley,19.252000000000002
USA,El Dorado Refinery,38.9,37.7928,-96.8772,Gas,1996,Kansas,Butler,192.94044
USA,El Nido Facility,12.5,37.1867,-120.4903,Waste,2008,California,Merced,351.301
USA,El Segundo Cogen,180.1,33.9058,-118.4031,Gas,1996,California,Los Angeles,
USA,El Segundo Energy Center LLC,537.4,33.9106,-118.425,Gas,2013,California,Los Angeles,6701.33
USA,El Vado Dam,8.0,36.5928,-106.7321,Hydro,1988,New Mexico,Rio Arriba,32.623000000000005
USA,Elbow Creek Wind Project LLC,121.9,32.1408,-101.3986,Wind,2009,Texas,Howard,1756.178
USA,Electra,102.5,38.331,-120.6699,Hydro,1948,California,Amador,1576.778
USA,Electra Wind Farm,230.0,34.1029,-99.1187,Wind,2016,Texas,Wilbarger,
USA,Electric Avenue Facility,6.9,38.28,-77.59,Oil,2003,Virginia,Spotsylvania,0.4
USA,Electrifarm,264.1,42.4407,-92.4205,Gas,1977,Iowa,Black Hawk,51.432
USA,Electron,22.8,46.99100000000001,-122.1749,Hydro,1912,Washington,Pierce,450.28599999999994
USA,Elephant Butte,27.9,33.1534,-107.192,Hydro,1940,New Mexico,Sierra,148.108
USA,Elevation Solar C,40.0,34.7303,-118.3042,Solar,2017,California,Los Angeles,
USA,Elgin Energy Center LLC,540.0,42.0001,-88.2446,Gas,2002,Illinois,Kane,257.087
USA,Elim,1.6,64.6166,-162.2637,Oil,2003,Alaska,Northwest Arctic,3.6559999999999997
USA,Elizabeth Mines Solar 1,5.0,43.8236,-72.3311,Solar,2017,New Hampshire,Grafton,
USA,Elizabeth River Power Station,388.8,36.775,-76.3083,Gas,1992,Virginia,Chesapeake City,457.141002
USA,Elizabethtown Power LLC,34.7,34.6472,-78.6415,Coal,1986,North Carolina,Bladen,
USA,Elizabethtown Solar,2.0,40.1527,-76.5814,Solar,2016,Pennsylvania,Lancaster,
USA,Elk Basin Gasoline Plant,2.0,44.9806,-108.8428,Gas,1948,Wyoming,Park,0.011
USA,Elk City LLC,198.1,35.4642,-99.8983,Wind,2010,Oklahoma,Beckham,3520.3010000000004
USA,Elk City Station,6.4,41.3839,-96.2544,Waste,2004,Nebraska,Douglas,242.64700000000005
USA,Elk Hills Cogen,46.6,35.4791,-119.7375,Gas,1994,California,Kern,428.246
USA,Elk Hills Power LLC,623.0,35.2803,-119.4707,Gas,2003,California,Kern,19048.154
USA,Elk Mound,71.0,44.9028,-91.5681,Gas,2001,Wisconsin,Eau Claire,47.166999999999994
USA,Elk River,239.3,45.2968,-93.5584,Gas,1998,Minnesota,Sherburne,944.4870000000001
USA,Elk River City of,12.2,45.3158,-93.5781,Oil,1975,Minnesota,Sherburne,126.79599999999999
USA,Elk River Wind,150.0,37.5797,-96.5503,Wind,2006,Kansas,Butler,2598.323
USA,Elk Station,606.0,33.865,-101.8433,Gas,2015,Texas,Lubbock,
USA,Elk Wind Farm,40.8,42.5839,-91.3708,Wind,2012,Iowa,Delaware,726.1550000000001
USA,Elkhart,3.4,41.6928,-85.965,Hydro,1917,Indiana,Elkhart,74.79
USA,Elkhorn Ridge Wind LLC,81.0,42.6978,-97.6189,Wind,2009,Nebraska,Knox,1290.5690000000002
USA,Elkhorn Valley Wind Farm,100.7,45.0852,-117.8163,Wind,2008,Oregon,Union,1519.14
USA,Elkins Generating Center,66.0,35.9714,-94.0014,Gas,2011,Arkansas,Washington,30.381
USA,Elkton,9.8,38.3836,-78.6528,Gas,1986,Virginia,Rockingham,66.101
USA,Elkton Solar,1.6,39.6035,-75.8362,Solar,2016,Maryland,Cecil,
USA,Ellerbe,2.0,35.1,-79.73,Solar,2014,North Carolina,Richmond,12.769099999999998
USA,Ellettsville Solar RES,1.1,39.2548,-86.6568,Solar,2016,Indiana,Monroe,
USA,Elliana Solar,5.0,36.1311,-79.3325,Solar,2015,North Carolina,Alamance,
USA,Ellinwood,8.5,38.3545,-98.5834,Oil,1963,Kansas,Barton,-0.015999999999999986
USA,Ellis Hydro,32.4,35.3514,-94.2943,Hydro,1989,Arkansas,Sebastian,599.0450000000001
USA,Ellsworth Hydro Station,8.9,44.5442,-68.4306,Hydro,1930,Maine,Hancock,137.348
USA,Ellwood,58.0,34.4314,-119.9001,Gas,1974,California,Santa Barbara,21.709000000000003
USA,Elm City Solar Facility,40.0,35.7811,-77.8469,Solar,2016,North Carolina,Wilson,
USA,Elm Creek Wind II LLC,148.8,43.6848,-94.8799,Wind,2011,Minnesota,Jackson,2137.344
USA,Elm Creek Wind LLC,99.0,43.7542,-94.9497,Wind,2009,Minnesota,Jackson,1656.882
USA,Elm Road Generating Station,1402.6,42.8492,-87.8336,Coal,2010,Wisconsin,Milwaukee,24682.916152000005
USA,Elm Solar  LLC,5.0,35.4538,-79.1895,Solar,2016,North Carolina,Lee,
USA,Elm Street Substation Generators,8.0,37.7814,-90.4156,Oil,2002,Missouri,St Francois,0.07400000000000001
USA,Elmer,2.0,43.9275,-75.2883,Hydro,1916,New York,Lewis,57.794999999999995
USA,Elmer Smith,445.3,37.7942,-87.0608,Coal,1970,Kentucky,Daviess,11091.024953
USA,Elmore Company,45.5,33.1777,-115.6033,Geothermal,1988,California,Imperial,1617.142
USA,Elmwood Energy Holdings LLC,83.0,40.9053,-74.1304,Gas,1989,New Jersey,Bergen,3.59967
USA,Elroy,6.6,43.7395,-90.2675,Oil,1995,Wisconsin,Juneau,0.124
